,question,CHAPTER,CLASS,CUSTOM,TOPIC,SUBJECT,BLOOM_TAXONOMY,CURRICULUM
55148,"<ol><li>Consider the following sequence of reactions.<br>Identify&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;<mo>,</mo>&nbsp;<mi>B</mi>&nbsp;<mo>,</mo>&nbsp;<mi>C</mi>&nbsp;</math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>D</mi>&nbsp;</math>.</li></ol>","Aldehydes, ketones and carboxylic acids",11,jee mains,,Chemistry,Understanding,JEE Main
79722,"<p>In a&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">Δ</mi>&nbsp;<mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">B</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;</mrow><mo>,</mo>&nbsp;<mrow><mi mathvariant=""normal"">D</mi>&nbsp;</mrow></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">E</mi>&nbsp;</mrow></math>are points on the sides&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">B</mi>&nbsp;</mrow></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;</mrow></math>respectively such that&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">D</mi>&nbsp;<mi mathvariant=""normal"">E</mi>&nbsp;</mrow><mo data-mjx-texclass=""ORD"">∥</mo>&nbsp;<mrow><mi mathvariant=""normal"">B</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;</mrow></math>.</p><p>If&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">D</mi>&nbsp;</mrow><mrow><mo>/</mo>&nbsp;</mrow><mrow><mi mathvariant=""normal"">B</mi>&nbsp;<mi mathvariant=""normal"">D</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mn>4</mn>&nbsp;<mrow><mo>/</mo>&nbsp;</mrow><mn>5</mn>&nbsp;</math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">E</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mn>2.5</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">c</mi>&nbsp;<mi mathvariant=""normal"">m</mi>&nbsp;</mrow></math>, Find&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">E</mi>&nbsp;</mrow></math>.</p>",Triangles,10,RD Sharma,,Mathematics,,CBSE
83132,"<p>To bring light from a distant object to a focus on the retina of the eye, the convex eye-lens needs to be rade.....</p>",The human eyes and the colourful world,10,,,Physics,,CBSE
22373,"<ol><li>When a mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi>&nbsp;</math>is connected individually to two springs&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>S</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>S</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub></math>, the oscillation frequencies are&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>v</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>v</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub></math>. If the same mass is attached to the two springs as shown in Figure, the oscillation frequency would be</li></ol>",Term 2 - Oscillations,11,NCERT Exemplar,,Physics,Remebering,CBSE
19964,"<p>Area lying between the curves&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mrow><mi mathvariant=""normal"">y</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msup><mo>=</mo>&nbsp;<mn>4</mn>&nbsp;<mrow><mi mathvariant=""normal"">x</mi>&nbsp;</mrow></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">y</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mn>2</mn>&nbsp;<mrow><mi mathvariant=""normal"">x</mi>&nbsp;</mrow></math>is</p>",Application of Integrals,12,NCERT,,Mathematics,Remebering,CBSE
67459,<p>Name the source of River Indus.</p>,Term 1 - Drainage System,11,NCERT,,Geography,Remebering,CBSE
44635,<p>Boiling point of pure water is:</p>,State of Matter,4,NCERT,,Science,Remebering,CBSE
15393,"<p><span style=""font-family:'Times New Roman', Times, serif;""><strong>Which of the following halide is 2° ?</strong></span></p>",Halalkanes,12,XII Chemistry,,,,
15022,"<p>In the following diagrams, find the value of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">x</mi>&nbsp;</mrow></math>:</p>",Triangles,9,Past Year Paper ,Theorem: Angle Opposite to equal side,,,
38836,<p>1.</p>,Hydrocarbons,11,Jee main,,Chemistry,Understanding,JEE Main
67374,<ol><li>Most of the members of the Constituent Assembly were against the idea of separate electorates in India. Examine the statement.</li></ol>,Framing the Constitution the beginning of  a new era,12,ncert,,History,Understanding,CBSE
32652,"<p>Let two points be&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mo>,</mo>&nbsp;<mo>−</mo>&nbsp;<mn>1</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>B</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>0</mn>&nbsp;<mo>,</mo>&nbsp;<mn>2</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>. If a point&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>P</mi>&nbsp;<mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mi data-mjx-alternate=""1"" mathvariant=""normal"">′</mi>&nbsp;</mrow></msup><mo>,</mo>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mi data-mjx-alternate=""1"" mathvariant=""normal"">′</mi>&nbsp;</mrow></msup><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow></math>be such that the area of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">△</mi>&nbsp;<mi>P</mi>&nbsp;<mi>A</mi>&nbsp;<mi>B</mi>&nbsp;<mo>=</mo>&nbsp;<mn>5</mn>&nbsp;</math>sq. units and it lies on the line,&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>3</mn>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mi>y</mi>&nbsp;<mo>−</mo>&nbsp;<mn>4</mn>&nbsp;<mi>λ</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>, then a value of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>λ</mi>&nbsp;</math>is:</p>",determinants,12,jee mains,,Mathematics,Understanding,JEE Main
85729,"<ol><li>In the following,&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;<mi>C</mi>&nbsp;<mo data-mjx-texclass=""ORD"">∥</mo>&nbsp;<mi>P</mi>&nbsp;<mi>S</mi>&nbsp;<mo data-mjx-texclass=""ORD"">∥</mo>&nbsp;<mi>Q</mi>&nbsp;<mi>R</mi>&nbsp;</math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>P</mi>&nbsp;<mi>Q</mi>&nbsp;<mo data-mjx-texclass=""ORD"">∥</mo>&nbsp;<mi>D</mi>&nbsp;<mi>B</mi>&nbsp;<mo data-mjx-texclass=""ORD"">∥</mo>&nbsp;<mi>S</mi>&nbsp;<mi>R</mi>&nbsp;</math>.<br>Prove that:<br>Area of quadrilateral&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>P</mi>&nbsp;<mi>Q</mi>&nbsp;<mi>R</mi>&nbsp;<mi>S</mi>&nbsp;<mo>=</mo>&nbsp;<mn>2</mn>&nbsp;<mo>×</mo>&nbsp;</math>Area of quad.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;<mi>B</mi>&nbsp;<mi>C</mi>&nbsp;<mi>D</mi>&nbsp;<mo>.</mo></math></li></ol>",Area And Perimeter Of A Plane Figure,9,selenia,area theorems,Mathematics,Understanding,ICSE
27989,"<ol><li>At temperatures above&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1073</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">K</mi>&nbsp;</mrow></math>coke can be used to reduce FeO to Fe. How can you justify this reduction with Ellingham diagram?</li></ol>",,12,,,,,
26933,<p>Select CORRECT diagram about the acidic strength of oxides:</p>,PERIODIC CLASSIFICATION OF ELEMENTS,11,jee mains,,Chemistry,Understanding,JEE Main
68320,"<p>Assess the role of Mahatma Gandhi in the Indian National Movement from 1930 to&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1942</mn>&nbsp;<mo>.</mo></math></p>",Mahatma Gandhi and the Nationalist Movement,12,ncert,,History,Understanding,CBSE
83762,<ol><li>The velocity with which a projectile must be fired so that it escapes earth's gravitational field does not depend on</li></ol>,Gravitation,12,NEET,,Physics,Remebering,NEET
51521,"<p>O) The magnetic field in a travelling electromagnetic wave has a peak value of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>20</mn>&nbsp;<mrow><mi mathvariant=""normal"">n</mi>&nbsp;<mi mathvariant=""normal"">T</mi>&nbsp;</mrow></math>. The peak value of electric field strength is</p>",electromagnetic,12,JEE Mains,,Physics,Applying,JEE Main
84625,<ol><li>Assertion: Equal masses of helium and oxygen gases are given equal quantities of heat. There will be a greater rise in the temperature of helium as compared to that of oxygen.<br>Reason: The molecular weight of oxygen is more than the molecular weight of helium.</li></ol>,Thermodynamics,12,NEET,,Physics,Applying,NEET
48641,<p>Man belongs to which Genus?</p>,The living world,11,NEET,,Biology,Understanding,NEET
15291,<p>Which of the following statement(s) is/are incorrect?</p>,6,12,Tuition Test,,,,
1384,"<p>Write True or False. If the statement is false, correct the statement.<br />
<br />
(i) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mspace width=""1.0em""></mspace><mo>−</mo><mn>7</mn></mrow><annotation encoding=""application/x-tex"">\quad -7</annotation></semantics></math> is on the right side of <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mo>−</mo><mn>6</mn></mrow><annotation encoding=""application/x-tex"">-6</annotation></semantics></math> on the number line.<br />
<br />
(ii) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mspace width=""1.0em""></mspace><annotation encoding=""application/x-tex"">\quad</annotation></semantics></math> Zero is a positive number.<br />
<br />
(iii) 9 is on the right side of zero on the number line.<br />
<br />
(iv) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mo>−</mo><mn>1</mn></mrow><annotation encoding=""application/x-tex"">-1</annotation></semantics></math> is an integer which lies between <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mo>−</mo><mn>2</mn></mrow><annotation encoding=""application/x-tex"">-2</annotation></semantics></math> and 0 .</p>
",Integers,6,T.S. SSC Math,,,,
17663,<p>Give one use of Teflon.</p>,Synthetic Fibres And Plastics,8,Lakhmir singh solutions,,,,
55722,"<p>In the human body, blood formation occurs in:</p>",Human Body and Health,4,NCERT,,Science,Remebering,CBSE
13320,"<p>Rate law for the reaction&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">B</mi>&nbsp;</mrow><mo stretchy=""false"">⟶</mo>&nbsp;<mrow><mi mathvariant=""normal"">C</mi>&nbsp;</mrow></math>is found to be</p><p><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block""><mtext>Rate&nbsp;</mtext><mo>=</mo>&nbsp;<mi>k</mi>&nbsp;<mo stretchy=""false"">[</mo>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">A</mi>&nbsp;</mrow><mo stretchy=""false"">]</mo>&nbsp;<mo stretchy=""false"">[</mo>&nbsp;<mrow><mi mathvariant=""normal"">B</mi>&nbsp;</mrow><mo stretchy=""false"">]</mo></math></p><p>Concentration of reactant 'B' is doubled, keeping the concentration of '&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow></math>' constant, the value of rate constant will be</p>",Chemical Kinetics,12,NCERT Chemistry Exemplar,,,,
46108,<ol><li>Which of the following statements is not correct?<br>i. Ovalbumin is a simple food reserve in egg-white.<br>ii. Blood proteins thrombin and fibrinogen are involved in blood clotting.<br>iii. Denaturation makes the proteins more active.<br>iv. Insulin maintains sugar level in the blood of the human body.</li></ol>, Biomolecules ,11,jee mains,,Chemistry,Understanding,JEE Main
47808,<p>Water holding capacity is the highest in:</p>,Our Natural Resources,4,NCERT,,Social Science,Remebering,CBSE
63215,<p>Briefly discuss the development of fine language and a creative imagination in medieval Islamic society.</p>,The Central Islamic Lands,11,NCERT,,History,Understanding,CBSE
86187,"<ol><li>A ladder 15 metres long reaches the top of a vertical wall. If the ladder makes an angle of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mn>60</mn>&nbsp;<mrow><mo>∘</mo>&nbsp;</mrow></msup></math>with the wall, find the height of the wall.</li></ol>",Some Applications of Trignometry,10,RD Sharma,,Mathematics,,CBSE
88551,<ol><li>Employees of a company have been categorized according to their religions as given below:</li></ol><p>Draw a pie-chart to represent the above information.</p>,data handling 3,8,RD Sharma,,Mathematics,,CBSE
13027,<p>Match Column-</p>,The solid state,12,NCERT Xtract,The solid state,,,
93205,"<p>If&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo>−</mo>&nbsp;<mn>1</mn>&nbsp;<mrow><mo>/</mo>&nbsp;</mrow><mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mn>7</mn>&nbsp;</math>, evaluate:</p><p><math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mn>1</mn>&nbsp;<mrow><mo>/</mo>&nbsp;</mrow><msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></math></p>",Algebraic Expressions and Identites,8,ML Aggarwal,,Mathematics,,ICSE
45550,"<ol><li>Two forms of D-glucopyranose, are called</li></ol>",Biomolecules,11,jee mains,,Chemistry,Understanding,JEE Main
56729,<p>How is molar conductance related to conductivity of an electrolyte?</p>,Electrochemistry,12,NCERT EXEMPLAR,,Chemistry,Applying,CBSE
6728,"<p>is any point inside a rectangle <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mstyle mathvariant=""normal""><mi>A</mi><mi>B</mi><mi>C</mi><mi>D</mi></mstyle><annotation encoding=""application/x-tex"">\mathrm{ABCD}</annotation></semantics></math> (see Fig. 6.52). Prove that <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><msup><mstyle mathvariant=""normal""><mi>O</mi><mi>B</mi></mstyle><mn>2</mn></msup><mo>+</mo><msup><mstyle mathvariant=""normal""><mi>O</mi><mi>D</mi></mstyle><mn>2</mn></msup><mo>=</mo><msup><mstyle mathvariant=""normal""><mi>O</mi><mi>A</mi></mstyle><mn>2</mn></msup><mo>+</mo><msup><mstyle mathvariant=""normal""><mi>O</mi><mi>C</mi></mstyle><mn>2</mn></msup></mrow><annotation encoding=""application/x-tex"">\mathrm{OB}^2+\mathrm{OD}^2=\mathrm{OA}^2+\mathrm{OC}^2</annotation></semantics></math></p>
",Triangles,10,Mathematics NCERT , Pythagoras Theorem,,,
91807,<ol><li>Complete the following diagrams in figure by drawing the reflected rays for the incident rays 1 and 2</li></ol>,Reflection of Light,9,Selina,,Physics,,ICSE
42403,<p>Darius drove 6790 miles to visit his grandmother. Julia drove 9980 miles to visit her grandmother. What is the total number of miles Darius and Julia drove?</p>,Addition,4,NCERT,,Mathematics,Remebering,CBSE
14805,<p>A reflex angle is:</p>,Lines and Angles,9,Past Year Paper ,"Reflex , Complementary and Supplementary Angles",,,
62196,"<p>Which bonds are formed by a carbon atom with&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mrow><mi mathvariant=""normal"">s</mi>&nbsp;<mi mathvariant=""normal"">p</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msup></math>hybridization?</p>",Chemical Bonding and Molecular Structure,12,NEET Exam,,Chemistry,Understanding,NEET
40759,"<p>How much does&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn>&nbsp;<mn>2</mn>&nbsp;</mfrac><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>of onion if the rate of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>of onion is Rs 10 ?</p>",Division,4,NCERT,,Mathematics,Remebering,CBSE
56566,<p>The difference between the electrode potentials of two electrodes when no current is drawn through the cell is called</p>,Electrochemistry,12,NCERT EXEMPLAR,,Chemistry,Remebering,CBSE
75574,<ol><li>Name any two beneficiary states of India from International migrant remittances?</li></ol>,India Migration,12,NCERT,,Geography,Remebering,CBSE
94694,"<ol><li>If a polyhedron has 8 faces and 8 vertices, find the number of edges.</li></ol>",Visualising Solid Shapes,8,ML Aggarwal,,Mathematics,,ICSE
38949,"<ol><li>Given below is a list of metals along with their standard reduction potentials&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<msup><mi>E</mi>&nbsp;<mrow><mo>∘</mo>&nbsp;</mrow></msup><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow></math>.</li></ol>", Electrochemistry ,11,Jee main,,Chemistry,Understanding,JEE Main
7757,"<p>Find and correct the errors:<br />
<math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mrow><mo stretchy=""true"" form=""prefix"">(</mo><mn>2</mn><mi>a</mi><mo>+</mo><mn>3</mn><mi>b</mi><mo stretchy=""true"" form=""postfix"">)</mo></mrow><mrow><mo stretchy=""true"" form=""prefix"">(</mo><mi>a</mi><mo>−</mo><mi>b</mi><mo stretchy=""true"" form=""postfix"">)</mo></mrow><mo>=</mo><mn>2</mn><msup><mi>a</mi><mn>2</mn></msup><mo>−</mo><mn>3</mn><msup><mi>b</mi><mn>2</mn></msup></mrow><annotation encoding=""application/x-tex"">(2a+3b)(a-b)=2a^2-3b^2</annotation></semantics></math></p>
",Factorisation,8,Mathematics NCERT ,Can you Find the Error?,,,
93249,"<p>Using suitable identities, evaluate the following:&nbsp;</p><p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>201</mn>&nbsp;<mo>×</mo>&nbsp;<mn>199</mn></math></p>",Algebraic Expressions and Identites,8,ML Aggarwal,,Mathematics,,ICSE
87950,"<p>Find which of the following are in proportion: &nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>150</mn>&nbsp;<mo>,</mo>&nbsp;<mn>250</mn>&nbsp;<mo>,</mo>&nbsp;<mn>200</mn>&nbsp;<mo>,</mo>&nbsp;<mn>300</mn></math></p>","Ratio, Proportion and Unitary Method",6,RD Sharma,,Mathematics,,CBSE
72357,<ol><li>Which one of the following orders is correct for the bond dissociation enthalpy of halogen molecules?</li></ol>,The p block elements- part 2 ,12,NEET Exam,,Chemistry,Understanding,JEE Main
12528,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mi>p</mi>&nbsp;<mo>+</mo>&nbsp;<mi>q</mi>&nbsp;<msup><mo stretchy=""false"">)</mo>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>=</mo>&nbsp;<msup><mi>p</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;<mi>p</mi>&nbsp;<mi>q</mi>&nbsp;<mo>+</mo>&nbsp;<msup><mi>q</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>=</mo>&nbsp;<mn>1</mn>&nbsp;</math>represents an equation used in:</p>",Evolution,12,NCERT Exemplar Biology,,,,
6062,"<p>Draw a circle with the help of a bangle. Take a point outside the circle. Construct the pair of tangents from this point to the circle.</p>
",Constructions,10,Mathematics NCERT , Construction of Tangents to a Circle,,,
9274,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">B</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">D</mi>&nbsp;</mrow></math>&nbsp;is a trapezium with parallel sides&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">B</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mi>a</mi>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">c</mi>&nbsp;<mi mathvariant=""normal"">m</mi>&nbsp;</mrow></math>&nbsp;and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">D</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mi>b</mi>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">c</mi>&nbsp;<mi mathvariant=""normal"">m</mi>&nbsp;</mrow></math>(Fig. 9.6).&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">E</mi>&nbsp;</mrow></math>&nbsp;and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">F</mi>&nbsp;</mrow></math>are the mid-points of the non-parallel sides. The ratio of ar (ABFE) and ar&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mrow><mi mathvariant=""normal"">E</mi>&nbsp;<mi mathvariant=""normal"">F</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">D</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo>&nbsp;</math>is</p>",Areas of Parallelograms and Triangles,9,NCERT Exemplar,Areas of Parallelograms and Triangles,,,
2527,"<p>Which term of the following sequences:<br />
<br />
(a) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mn>2</mn><mo>,</mo><mn>2</mn><mroot><mn>2</mn><mrow></mrow></mroot><mo>,</mo><mn>4</mn><mo>,</mo><mi>…</mi></mrow><annotation encoding=""application/x-tex"">2,2\sqrt[]{2},4,\ldots</annotation></semantics></math> is 128 ?<br />
<br />
(b) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mroot><mn>3</mn><mrow></mrow></mroot><mo>,</mo><mn>3</mn><mo>,</mo><mn>3</mn><mroot><mn>3</mn><mrow></mrow></mroot><mo>,</mo><mi>…</mi></mrow><annotation encoding=""application/x-tex"">\sqrt[]{3},3,3\sqrt[]{3},\ldots</annotation></semantics></math> is <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mn>729</mn><mi>?</mi></mrow><annotation encoding=""application/x-tex"">729?</annotation></semantics></math><br />
<br />
(c) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mfrac><mn>1</mn><mn>3</mn></mfrac><mo>,</mo><mfrac><mn>1</mn><mn>9</mn></mfrac><mo>,</mo><mfrac><mn>1</mn><mn>27</mn></mfrac><mo>,</mo><mi>…</mi></mrow><annotation encoding=""application/x-tex"">\frac{1}{3},\frac{1}{9},\frac{1}{27},\ldots</annotation></semantics></math> is <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mfrac><mn>1</mn><mn>19683</mn></mfrac><mi>?</mi></mrow><annotation encoding=""application/x-tex"">\frac{1}{19683}?</annotation></semantics></math></p>
",Sequences and Series ,11,Mathematics NCERT ,Relationship Between A.M. and G.M.,,,
